,code,name,max,min
0,3618,重庆农村商业银行H,1.37319905213,0.576033797217
1,1398,工商银行H,1.73399635036,0.63961
2,0998,中信银行H,1.14168900804,0.518497688752
3,0939,建设银行H,1.94448747956,0.51867606267
4,3328,交通银行H,1.23062642369,0.50935
5,3988,中国银行H,1.20998694517,0.579804400978
6,6818,中国光大银行H,1.15695273632,0.572571428571
7,1963,重庆银行H,1.22289731051,0.639078212291
8,1288,农业银行H,1.6366,0.599856321839
